   ,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
5500,239.8,911.93,153.37,1581.17,41.47,56.1,29.23,78.33,2017/9/8 19:00,6087.17,2181.13,334.3,3
5501,213.8,765.37,162.43,1349.8,51.03,61,27.23,109,2017/9/8 20:00,8355.9,2705.2,365.97,3
5502,210.6,751.6,164.6,1317.1,63.8,73.73,26,114,2017/9/8 21:00,10160.6,3339.63,470.07,3
5503,189.43,662,174.67,1160.2,61.53,69.8,24.97,113.33,2017/9/8 22:00,9920.13,3145.43,424.5,3
5504,177.57,661.17,182,1088.4,59.13,65.5,23.93,113,2017/9/8 23:00,11258.47,3074.17,392.6,3
5505,175.07,568.73,209.93,960.37,65.33,72.03,23,113,2017/9/9,13779.97,3651.27,458.53,3
5506,167.53,540.4,256.37,838.5,73.5,79.5,22.1,113,2017/9/9 1:00,12877.6,3887.6,497.7,3
5507,162.37,473.2,271.97,747.07,80.37,87.83,21.9,113,2017/9/9 2:00,13170.1,4362.77,574.87,3
5508,167.3,418.77,299.5,711.53,79.1,85.27,21,113,2017/9/9 3:00,12844.3,4285.63,570.87,3
5509,165.67,455.9,320.1,705.53,89.5,97.77,21,113,2017/9/9 4:00,14311.57,4855.83,665.23,3
5510,171.87,482.13,283.33,785.5,94.73,105.23,21,113,2017/9/9 5:00,14750.7,5041.77,716.1,3
5511,179.23,493.77,268.13,784.7,96.83,106.57,21,113,2017/9/9 6:00,15078.2,5108.07,725.33,3
5512,220.43,528.63,353.67,826.17,159.4,178.93,21.77,113,2017/9/9 7:00,22877.5,8123.53,1262.77,3
5513,215.73,696.13,186.17,1158.3,232.6,256.83,23.17,113,2017/9/9 8:00,32216.8,11744.97,1797.63,3
5514,218.9,792.13,174.43,1294.4,107.13,118.9,26.47,113.9,2017/9/9 9:00,15415.07,5311.57,805.83,3
5515,236.43,868.17,170.73,1463.07,56.6,64.43,29.43,99.7,2017/9/9 10:00,8611,2928.57,402.43,3
5516,258.33,1045,169.23,1680.43,48.33,54.97,32.03,73.87,2017/9/9 11:00,7460.87,2537.2,333.67,3
5517,259.97,1033.67,176.3,1732.93,35.7,41.37,33.87,55.3,2017/9/9 12:00,5738.5,1922.6,229.07,3
5518,258.67,1085.57,175.63,1825.9,34.33,41.9,35.17,48.2,2017/9/9 13:00,5609.4,1878.6,228.9,3
5519,253.3,1178.67,163.63,1946.57,30.13,34.43,35.37,44.1,2017/9/9 14:00,5021.77,1715.4,184.5,3
5520,235.57,1139.57,156.17,1918.7,25.93,30,34.07,43.77,2017/9/9 15:00,4284.97,1506.83,161.47,3
5521,226.73,1123.63,152.1,1943.83,24.43,29,33.4,45.53,2017/9/9 16:00,4014.93,1439.43,155.07,3
5522,233.23,1139.23,151.07,1788.63,48.53,53.93,32.37,59.53,2017/9/9 17:00,7774.27,2586.97,324.9,3
5523,237.13,1145.77,127.23,1944.4,66,72.3,29.6,76.7,2017/9/9 18:00,10374,3416.33,454.73,3
5524,310.37,1002.03,159.03,1691.4,52.3,61.43,28.63,78.17,2017/9/9 19:00,8205.5,2779.33,374.47,3
5525,226.87,983.9,135.8,1639.43,56.97,65.47,27.73,86.67,2017/9/9 20:00,8792.63,2979.7,403.3,3
5526,212.1,920.2,139.9,1605.53,68.77,77.83,27,96.03,2017/9/9 21:00,10702.27,3579.97,497.67,3
5527,204.1,768.47,171.23,1334.37,75.43,83.23,27,108.23,2017/9/9 22:00,11709.53,3886.4,537.13,3
5528,206.88,590.15,236.82,982.56,86.38,94.97,26.65,114,2017/9/9 23:00,13841.12,4402.38,613.5,3
5529,210.27,645.73,199.2,1093.37,100.23,110.6,26,114,2017/9/10,15583.03,5042.4,732.13,3
5530,206.43,774.67,254.43,1226.83,131.57,146.63,26,114,2017/9/10 1:00,18778.37,6491.03,1015.97,3
5531,206.73,646.3,258.17,1067.23,287.13,320.57,25.9,114,2017/9/10 2:00,31885.37,14050.2,2597.3,3
5532,199.03,591.9,245.47,852.8,235.93,258.97,24.73,113.17,2017/9/10 3:00,27861.17,11326.97,1982.8,3
5533,182.5,478.07,257.27,737.33,122.47,136,24,113,2017/9/10 4:00,18913.67,6066.43,930.67,3
5534,189.03,556.7,266.6,807.4,106.37,116.27,24,113,2017/9/10 5:00,17292.8,5347.23,777.77,3
5535,182.1,541.53,276.17,772.37,87.13,95.4,24,113,2017/9/10 6:00,15044.5,4444.27,631.63,3
5536,183.37,535.93,283.7,819.47,69.03,77.2,23,113,2017/9/10 7:00,13072.4,3591.9,496.73,3
5537,191.23,615.1,272.07,883.27,53.1,60,23.93,111.07,2017/9/10 8:00,10130.27,2734.23,370.83,3
5538,180.37,660.77,239.13,975.1,46.23,52.4,24,100.93,2017/9/10 9:00,8125.07,2312.57,313.43,3
5539,176.69,741.62,210.35,1102.69,33.65,37.65,24.92,83.58,2017/9/10 10:00,5510.23,1747.31,215.92,3
5540,178.67,850.87,198.57,1255.4,20.77,24.37,26.6,66.2,2017/9/10 11:00,3244.27,1271.87,147.7,3
5541,187.47,952.73,192.2,1285.2,20.77,24.07,27,61.73,2017/9/10 12:00,3209.53,1294.13,147.07,3
5542,176.67,993.97,148.03,1394.93,20.27,23.53,27.43,59.23,2017/9/10 13:00,3121.57,1241.83,134.87,3
5543,178.7,916.37,139.97,1404.8,17.23,19.8,27.53,58.3,2017/9/10 14:00,2708.03,1100.4,110.67,3
5544,174.57,865.17,151.2,1364.73,17.17,19.77,27.5,59.2,2017/9/10 15:00,2703,1104.97,112.4,3
5545,179.9,830.17,157.5,1397.43,20.3,23.27,27,62.03,2017/9/10 16:00,3137.63,1236.17,139.1,3
5546,172.13,780.1,168.63,1301.6,18.1,21.23,26.1,65.8,2017/9/10 17:00,2929.7,1157.73,120.47,3
5547,181.03,736.1,176.5,1221.23,22.43,40.73,25.37,74.07,2017/9/10 18:00,3589.6,1295.13,147.4,3
5548,184.03,674,177.13,1155.97,33.57,40.63,24.17,89.57,2017/9/10 19:00,6329.67,1748.93,231.37,3
5549,168.37,616.73,197.7,1001,36.5,41.5,23.07,106.17,2017/9/10 20:00,7506.87,1983.2,254.2,3
5550,171.73,577.5,202.33,946.13,46.27,52.8,22.33,113,2017/9/10 21:00,7815.87,2338.93,335,3
5551,166.83,553.53,217.5,887.03,44.77,50.87,21.57,113,2017/9/10 22:00,7104.67,2481.77,337.73,3
5552,170.33,545.83,220.73,904.8,48.43,54.27,21,112.83,2017/9/10 23:00,7860.77,2694.53,361.73,3
5553,168.17,492.67,241.77,805.03,52.07,58.97,20.17,112,2017/9/11,8982.37,2932.17,391.77,3
5554,173.17,504.17,250.47,774.17,54.57,61.2,20,112,2017/9/11 1:00,9307.53,3149.47,429.43,3
5555,170.27,485,258.87,743.57,56.6,62.6,19.43,112,2017/9/11 2:00,9895.1,3239.87,429.6,3
5556,166.33,478.97,254.4,719.37,62.93,69.07,19,112,2017/9/11 3:00,11318.17,3683.47,482.33,3
5557,173.4,525.2,252.5,769.13,78.6,86.33,19,112,2017/9/11 4:00,13590.93,4608.1,631.07,3
5558,178.57,482.2,263.3,730.67,84.47,94.97,19,112,2017/9/11 5:00,14286.63,4830.13,683.13,3
5559,178.6,476.97,263.43,712.2,82.5,92.3,19,112,2017/9/11 6:00,14723.43,4748.13,655.27,3
5560,186.13,476.87,288.9,678.2,86.87,96.1,19.23,112,2017/9/11 7:00,15079.03,4797.17,669.67,3
5561,203.07,488.4,295.37,694.4,101.43,112.67,21.03,112.63,2017/9/11 8:00,15828.33,5050.87,749.1,3
5562,281.97,674.6,239.97,977.33,98.1,111.53,23.57,113,2017/9/11 9:00,14732.33,4743.73,759.47,3
5563,256.33,984.87,184.4,1260.17,64.23,74.43,26.13,101.07,2017/9/11 10:00,8978.57,3203.5,503.33,3
5564,294.93,981.87,178.87,1222.33,30.37,34.83,27.4,79.53,2017/9/11 11:00,4415.03,1670.43,224.57,3
5565,336.9,1007.17,172.13,1257.77,35.4,41.47,28,76.7,2017/9/11 12:00,5202.8,1934.47,265.2,3
5566,224.93,959.8,153.47,1325.53,22.37,26.67,28.83,71.13,2017/9/11 13:00,3399.5,1336.47,164.4,3
5567,188.1,950.57,164.2,1309.67,13.93,17.97,29.77,55.7,2017/9/11 14:00,2121.5,942.5,94.67,3
5568,178.2,924.43,140.37,1318.57,14.2,18,28.07,60.83,2017/9/11 15:00,2160.87,945.73,100.87,3
5569,174.3,958.13,129.03,1484.57,21.73,26.03,27.5,66.43,2017/9/11 16:00,3345.9,1326.23,152.6,3
5570,175.71,894.6,150.29,1377.51,20.6,24.49,26.46,66.17,2017/9/11 17:00,3077.11,1244.6,146.43,3
5571,183.67,820.97,150.27,1317.27,21.23,29.93,25.4,69.1,2017/9/11 18:00,3067.67,1186.97,163.77,3
5572,210.03,699.93,208.47,1130.67,56.6,110.07,24.1,79.53,2017/9/11 19:00,6048.17,2218.2,598.23,3
5573,166.5,646.07,274.83,1039.3,36.37,58.47,23,95.87,2017/9/11 20:00,7069.7,1796.13,353.83,3
5574,160.03,627.73,203.73,1072.77,41.97,56.3,22.13,110.1,2017/9/11 21:00,6836.13,2154.6,353.23,3
5575,150.4,642.83,187.07,1041.8,36.27,50.73,21.63,113,2017/9/11 22:00,5474.37,1956.63,317.57,3
5576,146.4,585.07,194.37,903.2,22.37,29.73,20.53,112.3,2017/9/11 23:00,3519.93,1349.83,189.03,3
5577,141.23,484.4,211.27,798.87,27.83,34.07,19.7,112,2017/9/12,5487.77,1644.57,211.7,3
5578,142.33,514.03,227.57,756.03,31.5,37,19,112,2017/9/12 1:00,6365.5,1786.17,222.23,3
5579,142.9,421.87,220.83,746.4,41.03,46.53,18.4,112,2017/9/12 2:00,9157.23,2362.17,286.93,3
5580,136.6,435.5,222.17,711.5,59.47,66.03,18,112,2017/9/12 3:00,13797.87,3728.1,390.5,3
5581,133.63,419.87,221.4,721.2,42.17,47.5,18,112,2017/9/12 4:00,8447.63,2577.37,321.8,3
5582,142.27,396.47,235.9,688.03,52.13,60.4,17.13,112,2017/9/12 5:00,9525.03,3271.33,434.3,3
5583,146.4,420.03,266.43,620.6,71.23,79.17,17,112,2017/9/12 6:00,14529.87,4378.6,554.17,3
5584,157.1,387.37,242.97,653.13,70.9,79.7,17.27,112,2017/9/12 7:00,13295.73,4343.93,560.77,3
5585,187.53,439.9,241.83,717.63,60.57,69.3,19.43,112.1,2017/9/12 8:00,9938.77,3446.07,479.27,3
5586,225.17,563.27,226.17,1016.97,65.03,75,23.3,112.03,2017/9/12 9:00,9844.87,3261.7,493.4,3
5587,256.73,779.7,189.37,1480.8,38.13,45.3,27.93,78.5,2017/9/12 10:00,5506.97,2024.37,277.77,3
5588,266.67,886.13,193.37,1545.7,27.57,32.5,31.17,50.83,2017/9/12 11:00,4197.77,1565.47,188.23,3
5589,274.13,1000.77,178.93,1757.97,23.9,29.77,33,40.57,2017/9/12 12:00,3633.57,1395.43,163.47,3
5590,250.03,973.1,177.13,1706.87,17.97,22.37,34,32.43,2017/9/12 13:00,2702.4,1107.6,118.4,3
5591,251.37,976.87,179.3,1738.57,23.9,40.73,34.73,28.73,2017/9/12 14:00,2831.1,1189.6,169.67,3
5592,237.57,1034.27,168.67,1857.47,17.17,21.93,33.87,29.47,2017/9/12 15:00,2600.37,1067.9,113.13,3
5593,223,972.37,156.93,1826.5,19.23,25.83,32.73,33.23,2017/9/12 16:00,2895.27,1185.07,141.4,3
5594,221.33,1094.77,139.47,1916.1,21.23,25.17,31.47,37.53,2017/9/12 17:00,3309.53,1286.33,142.27,3
5595,235.5,1232.27,118.63,2132.67,34.33,41.03,29.2,48.53,2017/9/12 18:00,5381,1929.3,246.27,3
5596,225.57,969.2,190.73,1751.5,35.33,45.1,27.5,54.53,2017/9/12 19:00,5331.4,1940.87,266.87,3
5597,201.4,987.63,121.93,1696.43,47.83,61.43,26.17,76.17,2017/9/12 20:00,7144.1,2553.77,395.8,3
5598,202.3,890.13,142.23,1532.67,56.37,69.3,25.63,98.37,2017/9/12 21:00,8513.77,2866.93,430.33,3
5599,191,802,124.13,1440.6,59.27,67.13,24.8,111.47,2017/9/12 22:00,9765.97,2984.97,408.03,3
5600,201.1,686.27,149.87,1258.07,85.57,96.13,24,113,2017/9/12 23:00,14519,4302.57,619.2,3
5601,194.6,739.2,162,1268.3,108.83,122.93,23.37,113,2017/9/13,14461,4156.17,588.4,3
5602,184.9,679.2,177.53,1182.73,63.23,71.63,23,107.67,2017/9/13 1:00,11804.63,3394.2,465.17,3
5603,177.87,577.47,183.93,994.27,58.47,69.37,22.1,109.13,2017/9/13 2:00,9467.3,3094.67,454.33,3
5604,174.23,556.83,193.27,955.6,55.77,63.5,21.23,107,2017/9/13 3:00,8897.63,3021.93,414.37,3
5605,168.47,475.83,198.93,804.3,54.4,63.07,20.63,109.43,2017/9/13 4:00,9043.27,3007.87,409.47,3
5606,172.13,439.5,214.9,693.73,54.97,60.67,20,112,2017/9/13 5:00,9735.97,3148.3,399.67,3
5607,190.13,449.8,214.9,734.23,52.5,59.07,20,112,2017/9/13 6:00,9309.37,3000.93,378.8,3
5608,213.7,427.83,244.23,663.77,58.7,66.03,20.03,112,2017/9/13 7:00,10101.3,3307.8,429.1,3
5609,241.67,524.9,263.83,744.73,74.03,87.07,21.7,112.63,2017/9/13 8:00,11410.63,3865.3,550.37,3
5610,232.93,671.47,205.7,1046.13,69.8,80.2,24.67,102.67,2017/9/13 9:00,11145.1,3491.73,513,3
5611,243.17,808.9,183.73,1356.47,60.37,71.13,28.4,79.27,2017/9/13 10:00,9029.3,3110.23,463.17,3
5612,251.2,914.3,187.1,1541.43,46.23,54.43,31.77,58.9,2017/9/13 11:00,6939.77,2414.33,339.87,3
5613,251.77,990.23,177.07,1677.27,35.73,43.27,33.87,46.53,2017/9/13 12:00,5474.63,1941.57,248.77,3
5614,249.07,1130.7,171.1,1827.73,34.5,41.5,34.83,41.57,2017/9/13 13:00,5339.67,1889.43,246.6,3
5615,233.17,1117.1,155.4,1870.1,35.4,42.63,34.2,42.63,2017/9/13 14:00,5348.5,1904.13,252.13,3
5616,223.07,1139.23,149.13,1930.63,35.07,41.63,33.6,43.3,2017/9/13 15:00,5382.1,1894.6,242.03,3
5617,217.1,1131.73,141.3,1922.47,35.23,41.03,32.4,45.9,2017/9/13 16:00,5560.5,1946.4,250.53,3
5618,211.9,1102.8,140.2,1937.03,34.9,41.83,32,46.27,2017/9/13 17:00,5380.8,1921.53,248.2,3
5619,242.87,991.57,140.17,1758.83,40.8,54.77,31,54.47,2017/9/13 18:00,5935.53,2123.2,317.43,3
5620,218.5,840.3,144.03,1497.43,47.77,61.3,28.53,71.07,2017/9/13 19:00,7093.87,2486.03,381.97,3
5621,197.47,720.13,150.13,1298.1,62.33,74.8,26.23,95.5,2017/9/13 20:00,9302.53,3192.43,480.7,3
5622,194.43,661.03,152.9,1186.17,77.23,93.4,24.7,111.03,2017/9/13 21:00,11635.53,3868.7,615.53,3
5623,185.27,627.53,159.37,1108.17,86.4,98,23.97,113,2017/9/13 22:00,14387.03,4390.93,652,3
5624,181.6,610.1,166.37,1087,82.5,100.1,23,113,2017/9/13 23:00,14706.2,4255.6,654.23,3
5625,181.17,589.4,172.77,1084.23,90.47,99.87,22.87,113,2017/9/14,15345.17,4730.73,693.53,3
5626,184.1,572.23,173.6,1039.97,99.87,117.3,22,113,2017/9/14 1:00,16784.7,5042.7,734.87,3
5627,186,617.7,186.13,979.53,100.57,180,21.73,113,2017/9/14 2:00,16217.3,5359.1,760.7,3
5628,186.7,597.83,194.97,919,94.13,106.03,21,113,2017/9/14 3:00,15335.33,5131.3,713.37,3
5629,174.47,495.4,231.93,802.93,90.4,98.87,20.5,112.23,2017/9/14 4:00,15675.67,5066.03,666.7,3
5630,175.9,528.9,242.97,782.53,102.27,111.47,19.7,112,2017/9/14 5:00,18933.2,5938.1,755.2,3
5631,194.13,634.13,270.97,818.5,109.13,119.5,19,112,2017/9/14 6:00,20343.43,6444.3,813.33,3
5632,201.03,526.47,268.37,808.5,108.17,118.37,19.6,112,2017/9/14 7:00,19607.93,6359.47,813.57,3
5633,217.03,587.17,310.57,874.17,113.47,125.67,21.13,112.7,2017/9/14 8:00,17766.13,5978.2,857.07,3
5634,215.17,726,244.1,1134.97,91.13,104.63,23.4,112.53,2017/9/14 9:00,14518.23,4523.3,703.6,3
5635,229.23,974.3,217.6,1359.07,69.27,82.43,26.33,93.7,2017/9/14 10:00,9630.77,3420,535.03,3
5636,235.53,1023.87,195.33,1553.97,42.87,50.27,29.7,62.57,2017/9/14 11:00,6223.7,2244.33,317.23,3
5637,238.1,1049.9,181.07,1645.53,36.3,42.13,31.33,50.6,2017/9/14 12:00,5444.43,1954.47,261.57,3
5638,232.9,1145.27,144.67,1840.27,35.2,41.73,31.8,46.33,2017/9/14 13:00,5159.97,1859.1,243.9,3
5639,230.73,1205.33,142.83,1936,27.17,33.27,32.53,41.33,2017/9/14 14:00,4235.73,1550.3,184.6,3
5640,208.47,1198.53,153.63,1915.23,18.83,22.8,32,33.93,2017/9/14 15:00,2889.77,1146.93,122.1,3
5641,190.77,1089.63,175.93,1719.8,11.67,14.3,31.97,22.8,2017/9/14 16:00,1872.07,838.27,70.8,3
5642,187.63,982.77,157.03,1625,13.33,16.87,31.53,27,2017/9/14 17:00,2102.53,909.73,84.77,3
5643,205.5,867.6,157.27,1490.93,18.53,26.27,29.63,37.8,2017/9/14 18:00,2655.87,1129.73,150.33,3
5644,192.37,802.97,167.43,1389.7,24.3,38.07,28,48.6,2017/9/14 19:00,3222.87,1353.53,210.8,3
5645,179.97,724.8,173.87,1242.6,37.4,49.43,26.07,63.73,2017/9/14 20:00,5248.43,1952.6,298.6,3
5646,188.17,792.23,132.23,1340.9,85.1,96.73,25,105.83,2017/9/14 21:00,13001.83,4336.63,627.57,3
5647,185.87,865.27,119.87,1486.07,92.9,104.97,24.13,113,2017/9/14 22:00,13949.63,4658.6,698.93,3
5648,181.67,745.37,140.4,1271,92.03,102.3,23.6,113,2017/9/14 23:00,15262.37,4756.77,688.67,3
5649,196.9,718.87,160.83,1111.6,97.4,109.7,22.47,113,2017/9/15,15915.27,5066.6,725.97,3
5650,194.47,742.27,151.4,1144.03,103.93,114.73,22,113,2017/9/15 1:00,16324.27,5528.3,767.9,3
5651,178.47,743.4,140.87,1170.67,100.33,109.83,22,113,2017/9/15 2:00,15686.93,5370.43,745.3,3
5652,172.33,800.47,121.37,1253,97.33,107.47,22,113,2017/9/15 3:00,14779.9,5097.63,723.53,3
5653,178.63,744.63,133.5,1242.07,109.5,120.97,22,113,2017/9/15 4:00,17671.5,5572.8,804.6,3
5654,166.17,536.7,229.2,847.37,111.57,121.4,22,113,2017/9/15 5:00,17761.7,5726.1,820.63,3
5655,161.7,446,254.27,749.2,127.83,140.43,21.67,113,2017/9/15 6:00,18766.73,6616.4,986.37,3
5656,178.77,517.43,258.7,774.4,132.13,144.53,21.87,113,2017/9/15 7:00,19662.87,6928.53,1013.9,3
5657,230.93,716.53,202.37,1073.2,173.47,193.87,23.03,113,2017/9/15 8:00,25133.67,8702.73,1356.87,3
5658,254.2,730.8,190.53,1180.5,149.73,168.03,24.77,113.27,2017/9/15 9:00,20921.07,7321.73,1177,3
5659,289.17,817.63,174.5,1343.27,173.43,193.73,26.4,113.97,2017/9/15 10:00,23738.23,8533.3,1385.43,3
5660,299.3,833.7,179.3,1320.27,163.47,181.07,27.5,111.13,2017/9/15 11:00,22796.83,8064.43,1256.97,3
5661,292.2,831.8,184.37,1342.43,133.47,148.9,28.53,95.23,2017/9/15 12:00,19257.1,6612.5,1000.4,3
5662,266.37,952.97,178.8,1474.77,97.87,105.93,29.4,74.3,2017/9/15 13:00,14869.33,4940.6,695.03,3
5663,256.63,1049.1,180.47,1645.73,65.27,71.1,32.33,50.03,2017/9/15 14:00,10348.57,3409.83,445.97,3
5664,247.63,1114.87,165.93,1831.77,40.4,62.03,32.7,36.6,2017/9/15 15:00,6421.2,2198,275.83,3
5665,225.57,1086.5,153.53,1723.7,37.8,44.67,31.83,38.9,2017/9/15 16:00,5979,2074.73,259.23,3
5666,237.87,1282.63,122,1918.43,76.93,83.67,29.4,70.37,2017/9/15 17:00,12214.1,4053.27,532.3,3
5667,218.27,1034.8,118.57,1748.07,67.6,75.37,27.63,84.87,2017/9/15 18:00,10598.5,3544.4,474.1,3
5668,240.03,989.93,124.83,1677.1,86.27,97.1,26.43,88.8,2017/9/15 19:00,13083.63,4470.87,648.4,3
5669,213.77,702.3,182.23,1164.67,110.17,120.8,25.43,106.83,2017/9/15 20:00,16729.13,5674.87,813.27,3
5670,210.63,574.43,215.97,920.07,126.17,137.27,24.23,113,2017/9/15 21:00,19415.67,6441.27,939.37,3
5671,247.03,773.2,160.13,1284.87,227.63,249.5,24,113,2017/9/15 22:00,23388.57,7990.93,1253.27,3
5672,277.63,882.1,133.2,1488.27,214.6,236.13,24.43,113,2017/9/15 23:00,29531.5,10672.93,1737.73,3
5673,284.37,847.47,137.97,1391.37,228.33,251.8,24,113,2017/9/16,31453.97,11501.03,1880.67,3
5674,283.73,818.1,150.03,1236.27,223.77,246.2,23.1,113,2017/9/16 1:00,31920.33,11453.2,1843.5,3
5675,257.8,728.77,170.57,1081.97,177.2,194.63,22.57,113,2017/9/16 2:00,25792.67,8999,1393.73,3
5676,229.67,628.83,195.63,915.67,231.4,250.97,22,113,2017/9/16 3:00,24281.17,8552.5,1288.67,3
5677,214.47,574.57,217.3,866.3,146.5,160.87,22,113,2017/9/16 4:00,21958.33,7697.47,1146.63,3
5678,215.5,534.67,242.9,791.1,160.7,174.77,22,113,2017/9/16 5:00,23743.93,8455.07,1270.57,3
5679,198.47,583.6,228.33,840.23,148.27,163.07,22,113,2017/9/16 6:00,21917.5,7768.3,1160.2,3
5680,193.1,562.33,231.8,796.63,139.9,155.23,22,113,2017/9/16 7:00,20387.2,7304.07,1105.83,3
5681,213.63,571.37,235.9,833.57,154.93,172.97,22.53,113,2017/9/16 8:00,22733.33,7884.9,1244.7,3
5682,242.77,628.67,261.77,876.4,144.93,162.2,24.1,113,2017/9/16 9:00,20833.13,7143.7,1152.73,3
5683,266.37,707.2,250.37,1018.93,142.7,161,25.6,113.83,2017/9/16 10:00,19737.73,7052.97,1156.43,3
5684,274.3,711.77,230.1,1067.53,139.7,156.5,26.43,112.93,2017/9/16 11:00,19445.23,6891.2,1096.87,3
5685,279.23,873.5,209.2,1285.9,127.93,144.3,28.07,103.07,2017/9/16 12:00,17922.67,6289.73,990.43,3
5686,257.77,987.83,172.63,1510.93,101.23,114.33,29.7,81.73,2017/9/16 13:00,14721.57,5043.9,748.2,3
5687,255.03,1122.87,154.6,1788.3,73.13,81.5,30.9,60.13,2017/9/16 14:00,10803.6,3667.6,530.77,3
5688,240.93,1195.87,138.67,1869.03,72.37,82.27,30,60.77,2017/9/16 15:00,10702.4,3672.8,536.9,3
5689,232.77,1102.4,130.47,1839.87,68.2,79.77,29.8,62.13,2017/9/16 16:00,9974.9,3447.1,518.23,3
5690,228.83,1168.13,129.7,1862.67,69.87,81.5,29.1,64.57,2017/9/16 17:00,9967.1,3485.1,529.03,3
5691,231.93,1061.03,127,1728.63,75.63,86.13,27.83,72.27,2017/9/16 18:00,10878.67,3793.43,579.23,3
5692,226,891.1,130.73,1467.3,108.2,131.83,25.5,95.23,2017/9/16 19:00,14078.2,4987.47,860.17,3
5693,208,755.6,155.33,1241.3,105.83,121.2,23.73,112.2,2017/9/16 20:00,16124.7,5309.47,841.27,3
5694,221.23,701.03,216.8,1166.17,112.03,129.23,22.5,113,2017/9/16 21:00,17157.67,5643.13,897.37,3
5695,213.13,668.37,172.3,1126.07,121.4,136.9,22,113,2017/9/16 22:00,18455.27,6129.4,964.1,3
5696,206.53,648.83,193.87,999.83,135.17,152.43,21.4,113,2017/9/16 23:00,19466.2,7025.37,1111.83,3
5697,206.37,598.53,199.67,927.3,147.13,165.77,20.8,112.3,2017/9/17,21798.77,7870.2,1216.87,3
5698,205.7,558.27,226,839.53,163.97,186.8,20,112,2017/9/17 1:00,24712.27,9056.43,1396.5,3
5699,202.23,529.4,240.3,758.63,173.1,194.73,19.8,112,2017/9/17 2:00,26839.4,9827.97,1494.1,3
5700,188.7,495.23,242.67,740,172.3,191.6,19,112,2017/9/17 3:00,27304.73,9953.43,1482.03,3
5701,190.03,475.4,286.6,662.77,170.53,192.4,19,112,2017/9/17 4:00,25045.13,9364.9,1456,3
5702,189.93,462.43,296.23,606.87,172.47,193.1,18.2,112,2017/9/17 5:00,28511.27,10392.4,1496.6,3
5703,194.97,415,294.83,585.63,180.7,200.67,18,112,2017/9/17 6:00,30685.3,11068.13,1552.7,3
5704,232.63,398.9,318.57,544.77,192.13,213.2,18.17,112,2017/9/17 7:00,30992.13,11660.33,1700.3,3
5705,236.57,382.17,379.6,527.93,146.53,163.23,19.93,112.2,2017/9/17 8:00,22996.2,8296.17,1204.83,3
5706,213,618.1,425.6,782.8,40.53,45.8,22.93,94.1,2017/9/17 9:00,6438.9,2119.2,294.27,3
5707,249.93,799.73,348.47,955.8,31.13,36.63,26.07,60,2017/9/17 10:00,4572.27,1748.7,228.23,3
5708,265.23,860.33,329.7,1005.13,37.27,43.47,27.93,55.9,2017/9/17 11:00,5599.2,2010.77,274.1,3
5709,250.73,875.87,276.93,1170.9,32.07,36.27,29.83,46,2017/9/17 12:00,4747.37,1780.4,226.87,3
5710,247.43,877.27,255.2,1258.93,25.33,30.2,31.03,37.27,2017/9/17 13:00,3809.5,1490.07,175.33,3
5711,255.1,987.43,225.03,1420.23,21.77,25.33,32,31.4,2017/9/17 14:00,3316.83,1286.4,147.6,3
5712,211.1,1042.1,190.23,1447.87,13.87,15.73,31,26.9,2017/9/17 15:00,2259.47,945.27,84.7,3
5713,182.97,880.87,181.67,1366.33,10.37,12.43,30.3,24.5,2017/9/17 16:00,1709.33,789.6,61.73,3
5714,199.93,828.63,192.9,1269.2,7.97,9.3,29.8,23.6,2017/9/17 17:00,1337.13,682.8,39.93,3
5715,180.3,681.43,219.93,1051.87,6.93,9.43,27.9,30.4,2017/9/17 18:00,1201.53,627.43,38.07,3
5716,207.53,710.07,178.43,1186.77,17.67,26.57,24.9,42.7,2017/9/17 19:00,2687.7,1020.2,140.57,3
5717,195.83,581.8,196,1018.37,23.27,34.5,22.6,60.8,2017/9/17 20:00,3879.77,1330.07,205.03,3
5718,163.33,553.97,226.9,966.23,22.3,30.33,20.97,72.3,2017/9/17 21:00,3191.43,1347.1,187.3,3
5719,148.47,496.47,209.67,836.53,25.5,36.63,19.47,86.4,2017/9/17 22:00,3761.17,1525.9,236.67,3
5720,146.87,501.8,185.77,895.7,31.23,43.33,18.4,94,2017/9/17 23:00,5023.2,1904.9,286.87,559243.53
5721,147.67,476.73,197.93,823.5,32.17,39.1,17.63,98.53,2017/9/18,6043.13,2096.07,276.3,6151648.87
5722,143.9,448.4,202.1,761.47,45.17,50.73,17,110.07,2017/9/18 1:00,9993.1,2840.97,324.87,9507092.07
5723,147.53,447.93,218.53,723.5,46.7,53.03,16,112,2017/9/18 2:00,9836.9,3081.57,346.5,5592408.33
5724,149.27,418.33,222.93,699.4,52.7,60.93,16,112,2017/9/18 3:00,10604.7,3394.43,425.93,10066332.6
5725,148.1,431.17,225.73,649.27,48.87,55.57,15.07,111.23,2017/9/18 4:00,9638.33,3104.73,391.73,12303294.73
5726,140.07,407.27,219.3,683.23,42.8,48.6,15.83,111.9,2017/9/18 5:00,8820.3,2750.6,334.4,10066332.6
5727,159.9,435.57,240.7,657.17,43.3,48.43,16,112,2017/9/18 6:00,8904.27,2794.73,328.63,7270129.93
